department_id,product_id,count
1,10145,1452
1,1774,1448
1,1618,1443
1,2229,1443
1,42824,1440
1,44389,1440
1,45221,1440
1,25443,1437
1,34224,1437
1,2275,1436
1,5268,1432
1,36766,1429
1,31533,1423
1,23848,1421
1,48486,1420
1,23836,1416
1,13077,1405
1,16518,1392
1,7955,1386
1,31610,1385
1,37733,1379
1,2050,1376
1,13889,1376
1,32971,1375
1,2750,1369
1,9681,1367
1,29344,1364
1,47403,1358
1,30122,1353
1,25132,1352
1,11891,1348
1,26486,1347
1,38553,1345
1,1099,1342
1,32843,1340
1,34640,1340
1,4844,1338
1,34282,1338
1,41970,1337
1,45143,1337
1,16613,1333
1,27433,1323
1,33674,1323
1,24425,1320
1,22548,1311
1,44536,1311
1,34927,1310
1,10025,1308
1,42706,1307
1,26221,1305
1,6377,1303
1,30320,1301
1,49086,1297
1,21198,1286
1,46823,1271
1,43389,1266
1,34854,1265
1,21243,1259
1,34229,1259
1,24273,1257
1,4635,1256
1,13378,1256
1,40898,1248
1,43100,1246
1,18677,1242
1,27510,1239
1,30016,1235
1,7381,1231
1,2102,1230
1,5636,1230
1,6825,1223
1,48800,1219
1,3480,1217
1,46341,1216
1,18379,1211
1,49518,1206
1,39225,1193
1,31374,1192
1,43248,1190
1,45906,1184
1,44146,1181
1,128,1179
1,28326,1174
1,2151,1170
1,40621,1170
1,325,1169
1,11249,1164
1,23586,1164
1,38679,1156
1,13338,1153
1,16223,1152
1,3740,1145
1,38218,1144
1,26010,1141
1,40454,1141
1,45054,1140
1,29798,1139
1,10388,1133
1,13920,1133
1,30486,1131
1,14372,1123
1,18071,1123
1,14563,1122
1,20943,1120
1,18709,1116
1,39891,1116
1,12658,1115
1,46703,1112
1,7304,1108
1,32869,1108
1,14726,1102
1,33756,1102
1,16710,1100
1,25872,1089
1,45234,1089
1,23417,1084
1,5484,1082
1,22238,1078
1,29116,1078
1,9360,1070
1,2604,1067
1,29589,1067
1,46475,1067
1,42028,1065
1,13497,1063
1,21436,1062
1,6606,1055
1,37019,1046
1,6655,1045
1,43488,1044
1,49363,1042
1,49023,1041
1,33772,1039
1,8668,1038
1,29471,1038
1,37611,1038
1,30675,1035
1,17581,1034
1,35242,1032
1,23360,1030
1,26250,1025
1,25610,1022
1,2540,1016
1,16641,1015
1,34339,1014
1,10699,1012
1,29091,1012
1,14199,1011
1,28016,1006
1,20014,1005
1,23929,998
1,40986,996
1,29824,993
1,18020,988
1,44413,987
1,44596,986
1,33720,985
1,30511,984
1,15579,981
1,7641,979
1,34295,978
1,47485,978
1,17338,972
1,31772,971
1,2043,969
1,5552,966
1,28879,958
1,33919,956
1,34343,954
1,22308,951
1,39696,948
1,35378,947
1,37570,941
1,20384,937
1,39477,936
1,33394,933
1,46642,930
1,1176,928
1,33847,927
1,1560,924
1,42606,924
1,20674,923
1,29071,923
1,45084,919
1,23081,918
1,44100,918
1,3579,917
1,12252,917
1,28431,917
1,32277,915
1,48732,914
1,2416,913
1,3172,913
1,35413,910
1,14951,909
1,4261,908
1,23148,906
1,8587,905
1,4001,904
1,42551,903
1,11534,902
1,33873,902
1,11985,897
1,48199,896
1,29695,894
1,23230,892
1,13524,889
1,45815,887
1,22619,886
1,27715,886
1,43392,886
1,7484,885
1,19421,885
1,21508,884
1,22720,884
1,45282,884
1,625,883
1,18079,881
1,6669,878
1,13187,875
1,38050,875
1,2713,873
1,27522,873
1,28439,872
1,35070,869
1,20175,861
1,480,860
1,26184,860
1,29974,860
1,39228,860
1,31495,858
1,45076,858
1,25551,853
1,32492,851
1,28521,850
1,9480,842
1,10421,840
1,30505,837
1,4533,833
1,5358,833
1,33509,832
1,1379,829
1,40600,829
1,10709,827
1,14118,826
1,10096,822
1,20259,822
1,6195,819
1,22943,819
1,36737,816
1,15084,815
1,35584,814
1,48182,813
1,42741,811
1,34004,810
1,8730,805
1,20285,805
1,35704,803
1,2322,801
1,10453,801
1,24458,800
1,41058,799
1,10005,794
1,24643,792
1,2383,791
1,23580,791
1,5670,789
1,17360,789
1,36333,782
1,40711,781
1,12044,778
1,19634,775
1,41715,775
1,28137,773
1,12581,772
1,46393,768
1,10481,767
1,30574,763
1,36135,763
1,30806,762
1,45321,761
1,33959,760
1,11798,757
1,12238,756
1,33722,755
1,11896,754
1,17157,754
1,12500,744
1,18498,743
1,22326,743
1,327,742
1,3169,740
1,44923,740
1,2538,739
1,38819,739
1,743,737
1,3801,736
1,27642,736
1,40770,734
1,6350,733
1,26510,733
1,23965,732
1,44366,732
1,43957,730
1,23881,724
1,3885,720
1,11580,720
1,25570,720
1,18128,718
1,23840,718
1,5537,717
1,28020,717
1,4846,715
1,10734,714
1,10545,713
1,26937,713
1,16650,712
1,11950,708
1,22553,707
1,12163,702
1,48348,702
1,9216,700
1,37609,700
1,16539,697
1,2391,696
1,42817,693
1,3947,692
1,46593,691
1,18960,690
1,41117,689
1,3296,685
1,26246,683
1,8956,682
1,10234,681
1,37681,680
1,23938,678
1,14636,677
1,21449,677
1,18573,676
1,45806,676
1,20877,675
1,6016,672
1,7567,672
1,45478,672
1,25842,671
1,44328,669
1,48806,666
1,21294,663
1,35613,660
1,4478,659
1,36436,658
1,18102,654
1,18292,654
1,38978,652
1,40215,652
1,21072,651
1,1542,650
1,9463,648
1,14720,646
1,34127,645
1,1110,643
1,15472,642
1,33050,640
1,3807,639
1,9194,639
1,24920,639
1,10166,637
1,26558,636
1,12659,635
1,18285,633
1,22587,633
1,29950,633
1,1970,632
1,20011,632
1,47884,632
1,28281,631
1,38255,630
1,9804,629
1,27759,629
1,35577,624
1,31563,623
1,32943,623
1,41414,623
1,10793,620
1,4391,619
1,33764,619
1,44703,619
1,9587,618
1,10890,618
1,27362,618
1,10387,617
1,3231,616
1,48196,613
1,4987,609
1,47197,609
1,23413,607
1,35343,607
1,28976,606
1,45810,604
1,48821,604
1,6221,603
1,2872,602
1,32019,602
1,21694,600
1,26443,600
1,33113,599
1,36639,599
1,47111,599
1,48179,599
1,9340,597
1,12993,596
1,32562,594
1,48283,593
1,13511,591
1,48377,591
1,47026,590
1,3094,587
1,1925,585
1,20660,585
1,34492,585
1,11201,583
1,34601,583
1,36670,582
1,20896,581
1,4508,580
1,33463,580
1,32000,578
1,47541,578
1,28939,577
1,46855,577
1,1458,574
1,35105,572
1,10711,571
1,17223,571
1,23273,571
1,12569,569
1,7344,568
1,12126,567
1,18353,566
1,17840,564
1,23074,564
1,16855,563
1,49630,563
1,22176,562
1,48175,562
1,6245,559
1,23418,558
1,45099,557
1,26119,556
1,9166,555
1,22062,555
1,49296,555
1,32200,552
1,23015,551
1,30814,551
1,25836,549
1,29061,549
1,42506,549
1,14043,548
1,14680,546
1,35988,545
1,20243,544
1,13730,542
1,6974,540
1,40330,540
1,43569,539
1,1241,537
1,4673,535
1,8805,535
1,40674,535
1,43522,535
1,48022,534
1,40380,532
1,15518,531
1,20622,531
1,13417,530
1,502,529
1,25171,527
1,6470,526
1,12538,526
1,24099,525
1,26633,525
1,21471,524
1,21500,524
1,37311,523
1,17105,521
1,5928,520
1,9176,520
1,15374,517
1,7050,515
1,8030,514
1,9639,514
1,37933,514
1,11168,513
1,17397,513
1,47337,513
1,1216,512
1,11258,512
1,34446,512
1,43378,512
1,10755,511
1,15866,511
1,19658,511
1,41005,511
1,42938,511
1,46202,511
1,41545,510
1,15322,509
1,15776,508
1,8047,507
1,13328,507
1,18827,507
1,21331,506
1,42509,506
1,13732,505
1,18157,501
1,26503,501
1,1713,500
1,26349,499
1,38959,499
1,5939,498
1,41831,498
1,10637,497
1,45865,497
1,5467,496
1,13375,496
1,19809,496
1,932,495
1,3321,495
1,22724,495
1,47926,495
1,45968,494
1,4312,493
1,19600,491
1,36510,490
1,45896,489
1,32240,487
1,758,485
1,42693,485
1,12792,483
1,18691,483
1,6793,482
1,12524,482
1,43123,480
1,4836,479
1,27668,479
1,48097,479
1,20772,478
1,8163,477
1,27751,477
1,3413,476
1,1871,475
1,25849,475
1,37156,475
1,6636,474
1,11437,474
1,12223,474
1,5917,472
1,27278,472
1,29865,472
1,24281,471
1,41921,470
1,7468,469
1,31526,469
1,3658,468
1,25154,468
1,47861,468
1,35546,467
1,36115,467
1,6036,466
1,43398,465
1,19128,464
1,32755,462
1,10715,461
1,5760,460
1,14850,460
1,27968,459
1,46410,459
1,28692,458
1,39814,458
1,41434,458
1,100,457
1,3826,456
1,8247,454
1,26187,454
1,33457,453
1,17130,452
1,28725,452
1,13471,451
1,14734,450
1,26157,450
1,27062,450
1,49387,450
1,10529,449
1,36906,449
1,1902,448
1,15109,447
1,7786,446
1,7121,443
1,43304,443
1,10662,442
1,24937,442
1,30500,442
1,35505,442
1,29463,441
1,9883,439
1,28921,438
1,44439,438
1,26139,437
1,33151,437
1,44254,437
1,34026,436
1,48075,436
1,40180,435
1,48723,435
1,12554,433
1,27242,433
1,11091,431
1,44988,431
1,26029,430
1,41089,430
1,9694,429
1,28466,429
1,8352,427
1,25025,426
1,29879,426
1,3776,424
1,7838,424
1,29582,424
1,19873,423
1,6381,422
1,34256,422
1,19007,421
1,38349,421
1,5183,420
1,24956,419
1,6197,418
1,937,417
1,8572,417
1,2012,415
1,47192,415
1,34305,413
1,41963,413
1,10307,411
1,44391,411
1,26100,410
1,36159,410
1,39285,410
1,669,409
1,1461,408
1,41803,408
1,13277,407
1,21252,407
1,24482,405
1,28798,404
1,48875,404
1,30824,403
1,37001,403
1,28517,402
1,38415,402
1,17745,401
1,30387,401
1,8216,400
1,32799,399
1,35616,399
1,49678,398
1,13542,396
1,17418,396
1,1449,395
1,11226,395
1,29681,395
1,28106,394
1,15709,393
1,14742,392
1,27627,392
1,45483,392
1,2712,391
1,4726,391
1,34703,391
1,2192,390
1,16642,390
1,23416,390
1,44213,390
1,25370,388
1,36101,388
1,24159,387
1,40177,386
1,32255,385
1,37266,385
1,42565,385
1,23037,384
1,28797,384
1,35161,384
1,15765,383
1,6212,382
1,31692,381
1,39559,381
1,42777,381
1,3796,380
1,5100,380
1,969,379
1,12666,379
1,14134,379
1,10455,378
1,26493,378
1,35742,378
1,35970,378
1,42026,378
1,552,377
1,6074,377
1,25901,377
1,45195,377
1,3221,375
1,21261,375
1,18385,374
1,25601,374
1,14913,373
1,9104,372
1,45217,372
1,17670,371
1,14204,370
1,23612,370
1,37465,370
1,1614,369
1,4304,369
1,32730,369
1,33565,369
1,9208,368
1,33251,368
1,16148,367
1,33237,367
1,37818,367
1,15790,366
1,45313,366
1,49169,366
1,4660,365
1,19885,365
1,15348,364
1,8425,363
1,9245,363
1,9474,363
1,39127,363
1,46778,362
1,12380,361
1,36476,359
1,48841,359
1,39981,358
1,41679,358
1,15179,357
1,20404,357
1,35971,357
1,5947,356
1,10022,356
1,17923,356
1,536,355
1,3075,355
1,3384,354
1,3527,354
1,12565,353
1,31148,352
1,33606,352
1,36549,352
1,41783,352
1,4,351
1,8718,351
1,9314,351
1,925,350
1,7405,350
1,30787,350
1,42865,350
1,34841,349
1,16125,348
1,13159,347
1,38476,347
1,3560,346
1,10300,346
1,22744,346
1,19429,345
1,30754,345
1,4798,344
1,6518,344
1,8451,344
1,35963,342
1,7761,341
1,15539,341
1,1188,340
1,4664,339
1,5734,339
1,358,338
1,16170,337
1,23075,337
1,41785,337
1,322,336
1,44406,336
1,46123,336
1,18834,335
1,43750,335
1,2775,334
1,28255,334
1,29731,334
1,1870,333
1,11314,333
1,11686,333
1,29592,333
1,6334,332
1,40734,332
1,6007,331
1,35985,331
1,47023,331
1,5089,329
1,19701,329
1,19970,329
1,33513,329
1,18871,328
1,22289,328
1,45525,328
1,8838,327
1,9840,327
1,34360,327
1,7225,326
1,29082,326
1,43622,326
1,49385,326
1,21091,325
1,28419,325
1,1120,324
1,23252,324
1,29564,323
1,43987,323
1,46303,323
1,12325,322
1,28325,321
1,28399,321
1,36796,321
1,44288,321
1,21187,320
1,27930,320
1,32041,320
1,22675,319
1,17216,318
1,32902,318
1,48090,318
1,6970,317
1,22114,317
1,33354,317
1,46590,317
1,7186,316
1,44792,316
1,2934,315
1,20305,315
1,28076,315
1,17863,314
1,20796,314
1,42827,314
1,2953,313
1,9034,313
1,2935,312
1,31279,312
1,32520,312
1,20226,310
1,42122,310
1,7828,308
1,13023,308
1,3645,307
1,39251,307
1,42940,307
1,3914,306
1,12772,306
1,16459,306
1,21698,306
1,23545,306
1,29502,306
1,11645,304
1,25981,304
1,26661,304
1,33752,304
1,33780,304
1,35903,304
1,44395,303
1,47809,303
1,37848,302
1,15623,301
1,17605,301
1,31218,301
1,41678,301
1,23241,300
1,31454,299
1,33248,299
1,38495,299
1,43913,299
1,21465,298
1,38294,298
1,6934,297
1,16885,296
1,20597,296
1,32826,296
1,16548,295
1,46218,295
1,46282,295
1,14303,294
1,19256,294
1,30627,294
1,5241,293
1,12082,293
1,36403,293
1,926,292
1,12109,292
1,27023,292
1,40168,292
1,43508,292
1,47482,291
1,18978,290
1,30060,290
1,33199,290
1,43314,290
1,16328,289
1,21298,289
1,32394,289
1,44684,289
1,16495,288
1,23432,288
1,39664,287
1,1674,286
1,15125,286
1,18902,286
1,23161,286
1,23621,286
1,28191,286
1,39876,286
1,43822,286
1,47427,286
1,48238,286
1,13504,285
1,44834,285
1,46594,285
1,31642,284
1,45673,284
1,46923,284
1,959,283
1,4482,283
1,11644,283
1,26917,283
1,46332,283
1,1522,282
1,11495,282
1,8847,281
1,17710,281
1,5285,280
1,33949,280
1,36194,280
1,31712,279
1,44895,279
1,20400,278
1,1751,276
1,27209,276
1,4042,275
1,1822,274
1,5124,274
1,25331,274
1,20900,272
1,28118,272
1,49275,272
1,40671,271
1,42112,271
1,45493,271
1,3672,270
1,27569,270
1,13759,269
1,15264,268
1,41024,268
1,2575,267
1,22843,267
1,26489,267
1,30517,266
1,32829,266
1,8612,265
1,28761,265
1,13127,264
1,15186,264
1,18325,264
1,30719,264
1,4807,263
1,23764,263
1,30294,263
1,41164,263
1,43207,263
1,1711,262
1,14403,262
1,26105,262
1,34108,262
1,36390,262
1,44265,262
1,2304,261
1,4176,261
1,17294,261
1,31691,261
1,35044,261
1,45429,261
1,11561,260
1,14722,260
1,15675,260
1,12,259
1,11080,259
1,19351,259
1,41098,259
1,4103,258
1,29516,258
1,35247,258
1,39582,258
1,16408,256
1,29917,256
1,28169,255
1,26436,254
1,33458,254
1,38908,254
1,3307,253
1,31509,253
1,41264,253
1,45989,253
1,30525,252
1,37092,252
1,37895,252
1,2422,251
1,25457,251
1,5236,250
1,14328,250
1,15183,250
1,31900,250
1,40189,250
1,42299,250
1,18473,249
1,38368,249
1,41345,249
1,47681,249
1,29336,248
1,36139,248
1,42829,248
1,1465,247
1,11899,246
1,25052,246
1,25307,246
1,48417,246
1,3935,245
1,5645,245
1,13715,245
1,39262,245
1,47397,245
1,37410,244
1,47687,243
1,7197,242
1,8397,242
1,6151,241
1,21602,241
1,13783,240
1,26730,240
1,37283,240
1,13016,239
1,13119,239
1,16351,239
1,19536,239
1,41216,239
1,45205,239
1,24860,238
1,44866,238
1,975,237
1,15831,237
1,20239,237
1,40591,237
1,4994,236
1,12405,236
1,12706,236
1,17208,236
1,33833,236
1,35169,236
1,41396,236
1,8661,235
1,24735,235
1,30518,235
1,33119,235
1,3114,234
1,8569,234
1,27622,234
1,6839,233
1,12289,233
1,17388,233
1,39400,233
1,40746,233
1,4711,232
1,43975,232
1,38117,231
1,46838,231
1,2101,229
1,24295,229
1,28604,229
1,45193,229
1,14346,228
1,19831,228
1,29911,228
1,35107,228
1,6371,227
1,9299,227
1,18391,227
1,27472,227
1,45215,227
1,47014,227
1,1620,226
1,16743,226
1,27937,226
1,118,225
1,11716,225
1,13931,225
1,1471,224
1,6569,224
1,18399,224
1,25397,223
1,27203,223
1,45659,223
1,19069,221
1,30000,221
1,360,220
1,29617,220
1,41862,220
1,48352,220
1,15731,219
1,20086,219
1,21554,219
1,25329,219
1,26972,219
1,29537,219
1,18174,218
1,19898,218
1,44995,218
1,45877,218
1,26643,217
1,26881,217
1,43212,217
1,9875,216
1,38494,216
1,41061,216
1,6863,215
1,8444,215
1,9557,215
1,11381,215
1,28073,215
1,30765,214
1,34520,214
1,38457,214
1,12050,213
1,15694,213
1,31850,213
1,43475,213
1,11698,212
1,37358,212
1,8223,211
1,11163,211
1,27599,211
1,12519,210
1,8645,209
1,29341,209
1,33571,209
1,40829,209
1,5084,208
1,17802,208
1,19850,208
1,36490,208
1,36941,208
1,319,207
1,7546,207
1,27877,207
1,32610,207
1,43865,207
1,19258,206
1,22315,206
1,39328,206
1,2183,205
1,7450,205
1,26971,205
1,39256,205
1,1776,204
1,13323,204
1,31614,204
1,40781,204
1,6338,202
1,13389,202
1,17727,202
1,39898,202
1,43879,202
1,46204,202
1,47803,202
1,17142,201
1,25147,201
1,40732,201
1,49350,201
1,8261,200
1,36050,200
1,36410,199
1,38530,199
1,2033,198
1,2351,198
1,3272,198
1,18188,198
1,28848,198
1,39662,198
1,45669,198
1,206,197
1,26428,197
1,31505,197
1,32325,197
1,35252,197
1,4252,196
1,24818,196
1,32498,196
1,12296,195
1,23351,195
1,35186,195
1,42998,195
1,47140,195
1,4399,194
1,19310,194
1,27830,194
1,43732,194
1,7188,193
1,29085,193
1,41608,193
1,10899,192
1,26554,192
1,27621,192
1,39938,191
1,40166,191
1,47449,191
1,47657,191
1,16032,190
1,24255,190
1,24630,190
1,24708,190
1,38119,190
1,42882,190
1,6613,189
1,15764,189
1,25946,189
1,30992,189
1,41068,189
1,44107,189
1,14272,188
1,33075,188
1,42181,188
1,44124,188
1,5041,187
1,6387,187
1,21421,187
1,13214,186
1,15469,186
1,25169,186
1,39647,186
1,20277,185
1,27199,185
1,41865,185
1,12413,184
1,39862,184
1,43199,184
1,46369,184
1,15949,183
1,39751,183
1,44924,183
1,7250,182
1,14187,182
1,33252,182
1,37573,182
1,42511,182
1,15236,181
1,16188,181
1,26274,181
1,27780,181
1,48435,181
1,12032,180
1,18372,180
1,27224,180
1,35607,180
1,42413,180
1,36555,179
1,8,178
1,1603,178
1,23370,178
1,27897,178
1,48685,178
1,18303,177
1,39457,177
1,43728,177
1,11609,176
1,14410,176
1,16236,176
1,17779,176
1,5346,175
1,7040,175
1,10137,175
1,19073,175
1,33305,175
1,2972,174
1,45577,174
1,17936,173
1,28061,173
1,7369,172
1,21618,172
1,37454,172
1,5891,171
1,5966,171
1,16590,171
1,20953,171
1,40701,171
1,25813,170
1,38175,170
1,2070,169
1,4500,169
1,30954,169
1,267,168
1,4115,168
1,5196,168
1,20215,168
1,28868,168
1,40044,168
1,19645,167
1,34174,167
1,34227,167
1,35552,167
1,46042,167
1,26862,166
1,6403,165
1,22406,165
1,26183,165
1,31975,165
1,34921,165
1,47224,165
1,383,164
1,16376,164
1,27495,164
1,29470,164
1,9912,163
1,20972,163
1,38957,163
1,1609,162
1,10681,162
1,15868,162
1,17153,162
1,20312,162
1,27904,162
1,41929,162
1,44202,162
1,45271,162
1,46730,162
1,14180,161
1,23572,161
1,32917,161
1,48810,161
1,19455,160
1,23109,160
1,2704,159
1,18429,159
1,20826,159
1,27186,159
1,43958,159
1,4662,158
1,5072,158
1,6497,158
1,44315,158
1,44612,158
1,46,157
1,1357,157
1,20902,157
1,24415,157
1,46391,157
1,6814,156
1,14699,156
1,15751,156
1,21516,156
1,39051,156
1,13537,155
1,13617,155
1,19532,155
1,28149,155
1,30585,155
1,40601,155
1,735,154
1,4907,154
1,8344,154
1,27057,154
1,31329,154
1,36019,154
1,40727,154
1,41395,154
1,21562,153
1,21917,153
1,26552,153
1,29272,153
1,31412,153
1,34393,153
1,39564,153
1,2778,152
1,5218,152
1,6500,152
1,30014,152
1,41776,152
1,44157,152
1,4729,151
1,5720,151
1,25210,151
1,37422,151
1,37877,151
1,46551,151
1,4874,150
1,5327,150
1,43451,150
1,46432,150
1,5490,149
1,5944,149
1,18355,149
1,19298,149
1,28364,149
1,38990,149
1,44459,149
1,48108,149
1,3500,148
1,23990,148
1,29239,148
1,32741,148
1,33995,148
1,36392,148
1,40741,148
1,47663,148
1,4279,147
1,5508,147
1,25550,147
1,39792,147
1,43190,147
1,47698,147
1,13964,146
1,15344,146
1,28304,146
1,39360,146
1,45804,146
1,48566,146
1,3255,145
1,6956,145
1,8954,145
1,13302,145
1,33914,145
1,38056,145
1,40790,145
1,36,144
1,4916,144
1,33630,144
1,18,143
1,30622,143
1,38719,143
1,7812,142
1,9718,142
1,23409,142
1,45915,142
1,3968,141
1,11680,141
1,18816,141
1,30449,141
1,32203,141
1,33996,141
1,36383,141
1,41977,141
1,48537,141
1,19944,140
1,29706,140
1,31785,140
1,42577,140
1,46168,140
1,3592,139
1,28211,139
1,28853,139
1,32987,139
1,38467,139
1,39381,139
1,40295,139
1,11919,138
1,18544,138
1,26513,138
1,34988,138
1,37729,138
1,38706,138
1,47525,138
1,25115,137
1,36699,137
1,41590,137
1,11358,136
1,16608,136
1,25455,136
1,43582,136
1,44992,136
1,49285,136
1,11964,135
1,17713,135
1,21759,135
1,34156,135
1,34598,135
1,36244,135
1,41335,135
1,47758,135
1,2389,134
1,3783,134
1,30109,134
1,22901,133
1,25713,133
1,30848,133
1,39226,133
1,39905,133
1,48073,133
1,23292,132
1,44578,132
1,47820,132
1,5090,131
1,9834,131
1,10061,131
1,22557,131
1,24541,131
1,31817,131
1,33194,131
1,41306,131
1,373,130
1,2835,130
1,14343,130
1,19727,130
1,30875,130
1,44707,130
1,46527,130
1,8685,129
1,13800,129
1,19341,129
1,22639,129
1,22787,129
1,23483,129
1,38153,129
1,39845,129
1,43373,129
1,2956,128
1,4094,128
1,8031,128
1,14119,128
1,35493,128
1,37613,128
1,41170,128
1,43060,128
1,13606,127
1,8125,126
1,26716,126
1,34167,126
1,39780,126
1,44547,126
1,9835,125
1,24260,125
1,24401,125
1,30710,125
1,34794,125
1,40521,125
1,3474,124
1,4722,124
1,6296,124
1,8722,124
1,14164,124
1,20268,124
1,40300,124
1,43395,124
1,48214,124
1,5140,123
1,14469,123
1,22551,123
1,32858,123
1,44779,123
1,47241,123
1,1084,122
1,14973,122
1,37233,122
1,44338,122
1,46063,122
1,5563,121
1,24711,121
1,25030,121
1,26692,121
1,35722,121
1,41186,121
1,42574,121
