,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
21,"Organic Pearled Barley, Organic Rolled Oats","Organic Royal Rainbow Quinoa, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
22,Organic Short Brown Sprouted Rice,"Organic Royal Rainbow Quinoa, Organic Pearled Barley, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
23,Organic Royal Rainbow Quinoa,"Organic Rolled Oats, Organic Pearled Barley, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
24,Organic Pearled Barley,"Organic Royal Rainbow Quinoa, Organic Rolled Oats, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
25,Organic Rolled Oats,"Organic Royal Rainbow Quinoa, Organic Pearled Barley, Organic Short Brown Sprouted Rice",1.0,0.5,0.5,0.5,1.0,0.0,1.0
26,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Pearled Barley, Organic Short Brown Sprouted Rice",Organic Rolled Oats,0.5,1.0,0.5,1.0,1.0,0.0,inf
27,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Rolled Oats, Organic Short Brown Sprouted Rice",Organic Pearled Barley,0.5,0.5,0.5,1.0,2.0,0.25,inf
28,"Organic Mung Beans, Organic Rolled Oats, Organic Pearled Barley, Organic Short Brown Sprouted Rice",Organic Royal Rainbow Quinoa,0.5,0.5,0.5,1.0,2.0,0.25,inf
29,"Organic Rolled Oats, Organic Royal Rainbow Quinoa, Organic Pearled Barley, Organic Short Brown Sprouted Rice",Organic Mung Beans,0.5,0.5,0.5,1.0,2.0,0.25,inf
30,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Pearled Barley, Organic Rolled Oats",Organic Short Brown Sprouted Rice,0.5,0.5,0.5,1.0,2.0,0.25,inf
31,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Short Brown Sprouted Rice","Organic Pearled Barley, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
32,"Organic Mung Beans, Organic Pearled Barley, Organic Short Brown Sprouted Rice","Organic Royal Rainbow Quinoa, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
33,"Organic Mung Beans, Organic Rolled Oats, Organic Short Brown Sprouted Rice","Organic Royal Rainbow Quinoa, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
34,"Organic Royal Rainbow Quinoa, Organic Pearled Barley, Organic Short Brown Sprouted Rice","Organic Mung Beans, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
35,"Organic Royal Rainbow Quinoa, Organic Rolled Oats, Organic Short Brown Sprouted Rice","Organic Mung Beans, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
36,"Organic Rolled Oats, Organic Pearled Barley, Organic Short Brown Sprouted Rice","Organic Mung Beans, Organic Royal Rainbow Quinoa",0.5,0.5,0.5,1.0,2.0,0.25,inf
37,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Pearled Barley","Organic Rolled Oats, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
38,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Rolled Oats","Organic Pearled Barley, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
39,"Organic Mung Beans, Organic Pearled Barley, Organic Rolled Oats","Organic Royal Rainbow Quinoa, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
40,"Organic Royal Rainbow Quinoa, Organic Pearled Barley, Organic Rolled Oats","Organic Mung Beans, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
41,"Organic Mung Beans, Organic Short Brown Sprouted Rice","Organic Royal Rainbow Quinoa, Organic Pearled Barley, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
42,"Organic Royal Rainbow Quinoa, Organic Short Brown Sprouted Rice","Organic Mung Beans, Organic Pearled Barley, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
43,"Organic Pearled Barley, Organic Short Brown Sprouted Rice","Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
44,"Organic Rolled Oats, Organic Short Brown Sprouted Rice","Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
45,"Organic Mung Beans, Organic Royal Rainbow Quinoa","Organic Rolled Oats, Organic Pearled Barley, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
46,"Organic Mung Beans, Organic Pearled Barley","Organic Royal Rainbow Quinoa, Organic Rolled Oats, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
47,"Organic Mung Beans, Organic Rolled Oats","Organic Royal Rainbow Quinoa, Organic Pearled Barley, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
48,"Organic Royal Rainbow Quinoa, Organic Pearled Barley","Organic Mung Beans, Organic Rolled Oats, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
49,"Organic Royal Rainbow Quinoa, Organic Rolled Oats","Organic Mung Beans, Organic Pearled Barley, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
50,"Organic Pearled Barley, Organic Rolled Oats","Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
51,Organic Short Brown Sprouted Rice,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Pearled Barley, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
52,Organic Mung Beans,"Organic Rolled Oats, Organic Royal Rainbow Quinoa, Organic Pearled Barley, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
53,Organic Royal Rainbow Quinoa,"Organic Mung Beans, Organic Rolled Oats, Organic Pearled Barley, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
54,Organic Pearled Barley,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Rolled Oats, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
55,Organic Rolled Oats,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Pearled Barley, Organic Short Brown Sprouted Rice",1.0,0.5,0.5,0.5,1.0,0.0,1.0
56,Organic Pearled Barley,Organic Short Brown Sprouted Rice,0.5,0.5,0.5,1.0,2.0,0.25,inf
57,Organic Short Brown Sprouted Rice,Organic Pearled Barley,0.5,0.5,0.5,1.0,2.0,0.25,inf
58,"Dried Mango, Organic Short Brown Sprouted Rice",Organic Rolled Oats,0.5,1.0,0.5,1.0,1.0,0.0,inf
59,"Organic Rolled Oats, Organic Short Brown Sprouted Rice",Dried Mango,0.5,0.5,0.5,1.0,2.0,0.25,inf
60,"Dried Mango, Organic Rolled Oats",Organic Short Brown Sprouted Rice,0.5,0.5,0.5,1.0,2.0,0.25,inf
61,Organic Short Brown Sprouted Rice,"Dried Mango, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
62,Dried Mango,"Organic Rolled Oats, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
63,Organic Rolled Oats,"Dried Mango, Organic Short Brown Sprouted Rice",1.0,0.5,0.5,0.5,1.0,0.0,1.0
64,Organic Royal Rainbow Quinoa,Organic Pearled Barley,0.5,0.5,0.5,1.0,2.0,0.25,inf
65,Organic Pearled Barley,Organic Royal Rainbow Quinoa,0.5,0.5,0.5,1.0,2.0,0.25,inf
66,"Dried Mango, Organic Rolled Oats, Organic Short Brown Sprouted Rice",Organic Pearled Barley,0.5,0.5,0.5,1.0,2.0,0.25,inf
67,"Organic Rolled Oats, Organic Pearled Barley, Organic Short Brown Sprouted Rice",Dried Mango,0.5,0.5,0.5,1.0,2.0,0.25,inf
68,"Organic Rolled Oats, Organic Pearled Barley, Dried Mango",Organic Short Brown Sprouted Rice,0.5,0.5,0.5,1.0,2.0,0.25,inf
69,"Dried Mango, Organic Pearled Barley, Organic Short Brown Sprouted Rice",Organic Rolled Oats,0.5,1.0,0.5,1.0,1.0,0.0,inf
70,"Organic Rolled Oats, Organic Short Brown Sprouted Rice","Dried Mango, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
71,"Organic Rolled Oats, Dried Mango","Organic Pearled Barley, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
72,"Organic Rolled Oats, Organic Pearled Barley","Dried Mango, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
73,"Dried Mango, Organic Short Brown Sprouted Rice","Organic Rolled Oats, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
74,"Organic Pearled Barley, Organic Short Brown Sprouted Rice","Organic Rolled Oats, Dried Mango",0.5,0.5,0.5,1.0,2.0,0.25,inf
75,"Dried Mango, Organic Pearled Barley","Organic Rolled Oats, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
76,Organic Rolled Oats,"Dried Mango, Organic Pearled Barley, Organic Short Brown Sprouted Rice",1.0,0.5,0.5,0.5,1.0,0.0,1.0
77,Organic Short Brown Sprouted Rice,"Organic Rolled Oats, Organic Pearled Barley, Dried Mango",0.5,0.5,0.5,1.0,2.0,0.25,inf
78,Dried Mango,"Organic Rolled Oats, Organic Pearled Barley, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
79,Organic Pearled Barley,"Dried Mango, Organic Rolled Oats, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
80,Dried Mango,Organic Short Brown Sprouted Rice,0.5,0.5,0.5,1.0,2.0,0.25,inf
81,Organic Short Brown Sprouted Rice,Dried Mango,0.5,0.5,0.5,1.0,2.0,0.25,inf
82,"Organic Magic Muesli, Organic Split Green Peas",Organic Red Kidney Beans,0.5,0.5,0.5,1.0,2.0,0.25,inf
83,"Organic Red Kidney Beans, Organic Split Green Peas",Organic Magic Muesli,0.5,0.5,0.5,1.0,2.0,0.25,inf
84,"Organic Magic Muesli, Organic Red Kidney Beans",Organic Split Green Peas,0.5,0.5,0.5,1.0,2.0,0.25,inf
85,Organic Split Green Peas,"Organic Magic Muesli, Organic Red Kidney Beans",0.5,0.5,0.5,1.0,2.0,0.25,inf
86,Organic Magic Muesli,"Organic Red Kidney Beans, Organic Split Green Peas",0.5,0.5,0.5,1.0,2.0,0.25,inf
87,Organic Red Kidney Beans,"Organic Magic Muesli, Organic Split Green Peas",0.5,0.5,0.5,1.0,2.0,0.25,inf
88,"Organic Mung Beans, Organic Royal Rainbow Quinoa",Organic Rolled Oats,0.5,1.0,0.5,1.0,1.0,0.0,inf
89,"Organic Mung Beans, Organic Rolled Oats",Organic Royal Rainbow Quinoa,0.5,0.5,0.5,1.0,2.0,0.25,inf
90,"Organic Royal Rainbow Quinoa, Organic Rolled Oats",Organic Mung Beans,0.5,0.5,0.5,1.0,2.0,0.25,inf
91,Organic Mung Beans,"Organic Royal Rainbow Quinoa, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
92,Organic Royal Rainbow Quinoa,"Organic Mung Beans, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
93,Organic Rolled Oats,"Organic Mung Beans, Organic Royal Rainbow Quinoa",1.0,0.5,0.5,0.5,1.0,0.0,1.0
94,"Organic Rolled Oats, Organic Split Green Peas",Organic Red Kidney Beans,0.5,0.5,0.5,1.0,2.0,0.25,inf
95,"Organic Red Kidney Beans, Organic Split Green Peas",Organic Rolled Oats,0.5,1.0,0.5,1.0,1.0,0.0,inf
96,"Organic Rolled Oats, Organic Red Kidney Beans",Organic Split Green Peas,0.5,0.5,0.5,1.0,2.0,0.25,inf
97,Organic Split Green Peas,"Organic Rolled Oats, Organic Red Kidney Beans",0.5,0.5,0.5,1.0,2.0,0.25,inf
98,Organic Rolled Oats,"Organic Red Kidney Beans, Organic Split Green Peas",1.0,0.5,0.5,0.5,1.0,0.0,1.0
99,Organic Red Kidney Beans,"Organic Rolled Oats, Organic Split Green Peas",0.5,0.5,0.5,1.0,2.0,0.25,inf
100,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Pearled Barley",Organic Rolled Oats,0.5,1.0,0.5,1.0,1.0,0.0,inf
101,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Rolled Oats",Organic Pearled Barley,0.5,0.5,0.5,1.0,2.0,0.25,inf
102,"Organic Mung Beans, Organic Pearled Barley, Organic Rolled Oats",Organic Royal Rainbow Quinoa,0.5,0.5,0.5,1.0,2.0,0.25,inf
103,"Organic Royal Rainbow Quinoa, Organic Pearled Barley, Organic Rolled Oats",Organic Mung Beans,0.5,0.5,0.5,1.0,2.0,0.25,inf
104,"Organic Mung Beans, Organic Royal Rainbow Quinoa","Organic Pearled Barley, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
105,"Organic Mung Beans, Organic Pearled Barley","Organic Royal Rainbow Quinoa, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
106,"Organic Mung Beans, Organic Rolled Oats","Organic Royal Rainbow Quinoa, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
107,"Organic Royal Rainbow Quinoa, Organic Pearled Barley","Organic Mung Beans, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
108,"Organic Royal Rainbow Quinoa, Organic Rolled Oats","Organic Mung Beans, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
109,"Organic Pearled Barley, Organic Rolled Oats","Organic Mung Beans, Organic Royal Rainbow Quinoa",0.5,0.5,0.5,1.0,2.0,0.25,inf
110,Organic Mung Beans,"Organic Royal Rainbow Quinoa, Organic Pearled Barley, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
111,Organic Royal Rainbow Quinoa,"Organic Mung Beans, Organic Pearled Barley, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
112,Organic Pearled Barley,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
113,Organic Rolled Oats,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Pearled Barley",1.0,0.5,0.5,0.5,1.0,0.0,1.0
114,Organic Royal Rainbow Quinoa,Organic Short Brown Sprouted Rice,0.5,0.5,0.5,1.0,2.0,0.25,inf
115,Organic Short Brown Sprouted Rice,Organic Royal Rainbow Quinoa,0.5,0.5,0.5,1.0,2.0,0.25,inf
116,"Dried Mango, Organic Short Brown Sprouted Rice",Organic Pearled Barley,0.5,0.5,0.5,1.0,2.0,0.25,inf
117,"Organic Pearled Barley, Organic Short Brown Sprouted Rice",Dried Mango,0.5,0.5,0.5,1.0,2.0,0.25,inf
118,"Dried Mango, Organic Pearled Barley",Organic Short Brown Sprouted Rice,0.5,0.5,0.5,1.0,2.0,0.25,inf
119,Organic Short Brown Sprouted Rice,"Dried Mango, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
120,Dried Mango,"Organic Pearled Barley, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
121,Organic Pearled Barley,"Dried Mango, Organic Short Brown Sprouted Rice",0.5,0.5,0.5,1.0,2.0,0.25,inf
122,Organic Royal Rainbow Quinoa,Organic Rolled Oats,0.5,1.0,0.5,1.0,1.0,0.0,inf
123,Organic Rolled Oats,Organic Royal Rainbow Quinoa,1.0,0.5,0.5,0.5,1.0,0.0,1.0
124,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Dried Mango",Organic Rolled Oats,0.5,1.0,0.5,1.0,1.0,0.0,inf
125,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Rolled Oats",Dried Mango,0.5,0.5,0.5,1.0,2.0,0.25,inf
126,"Organic Mung Beans, Dried Mango, Organic Rolled Oats",Organic Royal Rainbow Quinoa,0.5,0.5,0.5,1.0,2.0,0.25,inf
127,"Organic Royal Rainbow Quinoa, Dried Mango, Organic Rolled Oats",Organic Mung Beans,0.5,0.5,0.5,1.0,2.0,0.25,inf
128,"Organic Mung Beans, Organic Royal Rainbow Quinoa","Dried Mango, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
129,"Organic Mung Beans, Dried Mango","Organic Royal Rainbow Quinoa, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
130,"Organic Mung Beans, Organic Rolled Oats","Organic Royal Rainbow Quinoa, Dried Mango",0.5,0.5,0.5,1.0,2.0,0.25,inf
131,"Organic Royal Rainbow Quinoa, Dried Mango","Organic Mung Beans, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
132,"Organic Royal Rainbow Quinoa, Organic Rolled Oats","Organic Mung Beans, Dried Mango",0.5,0.5,0.5,1.0,2.0,0.25,inf
133,"Dried Mango, Organic Rolled Oats","Organic Mung Beans, Organic Royal Rainbow Quinoa",0.5,0.5,0.5,1.0,2.0,0.25,inf
134,Organic Mung Beans,"Organic Royal Rainbow Quinoa, Dried Mango, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
135,Organic Royal Rainbow Quinoa,"Organic Mung Beans, Dried Mango, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
136,Dried Mango,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
137,Organic Rolled Oats,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Dried Mango",1.0,0.5,0.5,0.5,1.0,0.0,1.0
138,Organic Magic Muesli,Organic Split Green Peas,0.5,0.5,0.5,1.0,2.0,0.25,inf
139,Organic Split Green Peas,Organic Magic Muesli,0.5,0.5,0.5,1.0,2.0,0.25,inf
140,Organic Mung Beans,Dried Mango,0.5,0.5,0.5,1.0,2.0,0.25,inf
141,Dried Mango,Organic Mung Beans,0.5,0.5,0.5,1.0,2.0,0.25,inf
142,"Organic Magic Muesli, Organic Split Green Peas",Organic Rolled Oats,0.5,1.0,0.5,1.0,1.0,0.0,inf
143,"Organic Rolled Oats, Organic Split Green Peas",Organic Magic Muesli,0.5,0.5,0.5,1.0,2.0,0.25,inf
144,"Organic Magic Muesli, Organic Rolled Oats",Organic Split Green Peas,0.5,0.5,0.5,1.0,2.0,0.25,inf
145,Organic Split Green Peas,"Organic Magic Muesli, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
146,Organic Magic Muesli,"Organic Rolled Oats, Organic Split Green Peas",0.5,0.5,0.5,1.0,2.0,0.25,inf
147,Organic Rolled Oats,"Organic Magic Muesli, Organic Split Green Peas",1.0,0.5,0.5,0.5,1.0,0.0,1.0
148,"Organic Mung Beans, Organic Pearled Barley",Organic Rolled Oats,0.5,1.0,0.5,1.0,1.0,0.0,inf
149,"Organic Mung Beans, Organic Rolled Oats",Organic Pearled Barley,0.5,0.5,0.5,1.0,2.0,0.25,inf
150,"Organic Pearled Barley, Organic Rolled Oats",Organic Mung Beans,0.5,0.5,0.5,1.0,2.0,0.25,inf
151,Organic Mung Beans,"Organic Pearled Barley, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
152,Organic Pearled Barley,"Organic Mung Beans, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
153,Organic Rolled Oats,"Organic Mung Beans, Organic Pearled Barley",1.0,0.5,0.5,0.5,1.0,0.0,1.0
154,Organic Split Green Peas,Organic Red Kidney Beans,0.5,0.5,0.5,1.0,2.0,0.25,inf
155,Organic Red Kidney Beans,Organic Split Green Peas,0.5,0.5,0.5,1.0,2.0,0.25,inf
156,Organic Mung Beans,Organic Pearled Barley,0.5,0.5,0.5,1.0,2.0,0.25,inf
157,Organic Pearled Barley,Organic Mung Beans,0.5,0.5,0.5,1.0,2.0,0.25,inf
158,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Rolled Oats, Dried Mango",Organic Pearled Barley,0.5,0.5,0.5,1.0,2.0,0.25,inf
159,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Rolled Oats, Organic Pearled Barley",Dried Mango,0.5,0.5,0.5,1.0,2.0,0.25,inf
160,"Organic Mung Beans, Organic Rolled Oats, Organic Pearled Barley, Dried Mango",Organic Royal Rainbow Quinoa,0.5,0.5,0.5,1.0,2.0,0.25,inf
161,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Dried Mango, Organic Pearled Barley",Organic Rolled Oats,0.5,1.0,0.5,1.0,1.0,0.0,inf
162,"Organic Royal Rainbow Quinoa, Organic Rolled Oats, Organic Pearled Barley, Dried Mango",Organic Mung Beans,0.5,0.5,0.5,1.0,2.0,0.25,inf
163,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Rolled Oats","Dried Mango, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
164,"Organic Mung Beans, Organic Rolled Oats, Dried Mango","Organic Royal Rainbow Quinoa, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
165,"Organic Mung Beans, Organic Rolled Oats, Organic Pearled Barley","Organic Royal Rainbow Quinoa, Dried Mango",0.5,0.5,0.5,1.0,2.0,0.25,inf
166,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Dried Mango","Organic Rolled Oats, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
167,"Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Pearled Barley","Organic Rolled Oats, Dried Mango",0.5,0.5,0.5,1.0,2.0,0.25,inf
168,"Organic Mung Beans, Dried Mango, Organic Pearled Barley","Organic Royal Rainbow Quinoa, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
169,"Organic Royal Rainbow Quinoa, Organic Rolled Oats, Dried Mango","Organic Mung Beans, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
170,"Organic Royal Rainbow Quinoa, Organic Rolled Oats, Organic Pearled Barley","Organic Mung Beans, Dried Mango",0.5,0.5,0.5,1.0,2.0,0.25,inf
171,"Organic Rolled Oats, Organic Pearled Barley, Dried Mango","Organic Mung Beans, Organic Royal Rainbow Quinoa",0.5,0.5,0.5,1.0,2.0,0.25,inf
172,"Organic Royal Rainbow Quinoa, Dried Mango, Organic Pearled Barley","Organic Mung Beans, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
173,"Organic Mung Beans, Organic Rolled Oats","Organic Royal Rainbow Quinoa, Dried Mango, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
174,"Organic Mung Beans, Organic Royal Rainbow Quinoa","Organic Rolled Oats, Organic Pearled Barley, Dried Mango",0.5,0.5,0.5,1.0,2.0,0.25,inf
175,"Organic Mung Beans, Dried Mango","Organic Royal Rainbow Quinoa, Organic Rolled Oats, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
176,"Organic Mung Beans, Organic Pearled Barley","Organic Royal Rainbow Quinoa, Organic Rolled Oats, Dried Mango",0.5,0.5,0.5,1.0,2.0,0.25,inf
177,"Organic Royal Rainbow Quinoa, Organic Rolled Oats","Organic Mung Beans, Dried Mango, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
178,"Organic Rolled Oats, Dried Mango","Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
179,"Organic Rolled Oats, Organic Pearled Barley","Organic Mung Beans, Organic Royal Rainbow Quinoa, Dried Mango",0.5,0.5,0.5,1.0,2.0,0.25,inf
180,"Organic Royal Rainbow Quinoa, Dried Mango","Organic Mung Beans, Organic Rolled Oats, Organic Pearled Barley",0.5,0.5,0.5,1.0,2.0,0.25,inf
181,"Organic Royal Rainbow Quinoa, Organic Pearled Barley","Organic Mung Beans, Organic Rolled Oats, Dried Mango",0.5,0.5,0.5,1.0,2.0,0.25,inf
182,"Dried Mango, Organic Pearled Barley","Organic Mung Beans, Organic Royal Rainbow Quinoa, Organic Rolled Oats",0.5,0.5,0.5,1.0,2.0,0.25,inf
